,A,Q,Context,len_Context,label
10611,Fine.,Not for someone who tips nine per cent.,"To reach you, I called up my friends in the liberal media and planted that story about the giant pizza. I saw this macaroni pencil-holder Homer made me, and I realized how much I missed him. Oh. Not for someone who tips nine per cent.",4.0,1.0
10615,Woo hoo! I can be a little boy again! A boy who gets some on the side.,"Well, now that I'm free, I intend to be a better mother to my son.","I'm sorry, my wife left me this morning. You gotta say somethin', she's lookin' at twenty years. And my legal license expires in fifteen minutes. And Peggy in the coffee shop, what a pistol. A mere nod in her direction and the refill was in the mug. The jets in the whirlpool anticipated my every move. When it was working. And three dollars for a local call? They should be the ones on trial! Well, now that I'm free, I intend to be a better mother to my son.",4.0,1.0
10616,"Dad, you testified against her!","Oh, baby! Now you're free to come back to me!","You gotta say somethin', she's lookin' at twenty years. And my legal license expires in fifteen minutes. And Peggy in the coffee shop, what a pistol. A mere nod in her direction and the refill was in the mug. The jets in the whirlpool anticipated my every move. When it was working. And three dollars for a local call? They should be the ones on trial! Well, now that I'm free, I intend to be a better mother to my son. Oh, baby! Now you're free to come back to me!",4.0,1.0
10617,"Look Mom, look! I'm riding by myself!",I read a book that said women like jerks.,"And Peggy in the coffee shop, what a pistol. A mere nod in her direction and the refill was in the mug. The jets in the whirlpool anticipated my every move. When it was working. And three dollars for a local call? They should be the ones on trial! Well, now that I'm free, I intend to be a better mother to my son. Oh, baby! Now you're free to come back to me! I read a book that said women like jerks.",4.0,1.0
10639,Clothesline.,Where did you get that tutu?,"I can't beat Nelson. I can't believe Nelson is more popular than me. No, I'm gonna stick to my platform of incremental policy amelioration: fluoridated water fountains, vegan lunch options... Where did you get that tutu?",4.0,1.0
10648,I'unno. How 'bout a horse whisperer?,"Well, what can I be?","Well, I guess this story has a happy ending after all. Just like my last massage. But this is my dream. Okay, let me take figure skating. Well, what can I be?",4.0,1.0
10649,Over my dead body!,Okay.,"But this is my dream. Okay, let me take figure skating. Well, what can I be? Okay.",4.0,1.0
10672,Saying what?,Stop saying it!,"Thank you, my dear. Please take these free tickets to my play. We thespians believe it's bad luck to mention the name of this particular play out loud. Quiet, you blundering fool. You'll curse us all! Stop saying it!",4.0,1.0
10673,"Mr. Macbeth, I'm really sorry. But please, find it in your jewel-encrusted heart to forgive me.","Mom, you said Macbeth!","We thespians believe it's bad luck to mention the name of this particular play out loud. Quiet, you blundering fool. You'll curse us all! Stop saying it! Mom, you said Macbeth!",4.0,1.0
10682,America rules! Our Beatles are way better than your precious Rolling Stones!,"If there's any love left in you for me, destroy him.","What difference could it make? He hit the friggin' Queen! I guess it's just too much for me to ask for one vacation where we don't go to jail or to a condo sales pitch. I'm a man! If I might say a word... I haven't had an easy life. I've seen my country ravaged by war, my family torn by tragedy and then, as I was innocently making my way to the shops to buy light bulbs, I was blindsided by this great lumbering brute. If there's any love left in you for me, destroy him.",4.0,1.0
10686,"Okay, what do I do?","Smash it on, don't worry it. Let the pike do the work.","Poke the monster with a stick! Tuppence a jab! C'mon, queue up, lads. Hey, Dad, why don't we try the ""Sprawl-Mart""? We found a secret tunnel out of the tower. It was used by Sir Walter Raleigh! Smash it on, don't worry it. Let the pike do the work.",4.0,1.0
10687,"Sweet freedom, here I--",Push the gray brick in the back of the fireplace.,"Hey, Dad, why don't we try the ""Sprawl-Mart""? We found a secret tunnel out of the tower. It was used by Sir Walter Raleigh! Smash it on, don't worry it. Let the pike do the work. Push the gray brick in the back of the fireplace.",4.0,1.0
10688,"Boy, it's a good thing I'm leaving before I went nuts. Goodbye Sparkly Elves.",Put out the fire first.,"We found a secret tunnel out of the tower. It was used by Sir Walter Raleigh! Smash it on, don't worry it. Let the pike do the work. Push the gray brick in the back of the fireplace. Put out the fire first.",4.0,1.0
10698,"Wow! I never thought I'd say this, but you slags are all right.",Endorsed by the American Carny Association.,"Grampa! You have a job? Oh look, Jaclyn Smith has her own line of axe heads! Hey look, it's Hairy Ass Tubman. Endorsed by the American Carny Association.",4.0,1.0
10707,It's a deal!,"You can strangle Bart, but you can't strangle your humiliation.","Homie! What happened to you? Dad, you got attacked by a bear?! Yeah, we'd rather have a live sissy mincing around the house than some dead hero any day. You can strangle Bart, but you can't strangle your humiliation.",4.0,1.0
10715,"Lisa, the point of Moby Dick is ""be yourself.""","Dad, you can't get revenge on an animal. That's the whole point of Moby Dick.","Oh, dear Lord. Homer, there's no rear on that thing. Now look here, mister. I forbid you to fight a bear. Dad, you can't get revenge on an animal. That's the whole point of Moby Dick.",4.0,1.0
10716,"Fine. But do you know how ridiculous you look right now? Marge, you awake? Marge?","You're not going, and that's final.","Homer, there's no rear on that thing. Now look here, mister. I forbid you to fight a bear. Dad, you can't get revenge on an animal. That's the whole point of Moby Dick. You're not going, and that's final.",4.0,1.0
10717,"Gentlemen, sometimes a man must put his marriage at risk for reasons that are confusing even to him.",Or dead.,"Now look here, mister. I forbid you to fight a bear. Dad, you can't get revenge on an animal. That's the whole point of Moby Dick. You're not going, and that's final. Or dead.",4.0,1.0
10718,"No way. If something happens to me, you have to carry on the Simpson name.",You're sneakin' out to fight that bear. I wanna go too.,"Dad, you can't get revenge on an animal. That's the whole point of Moby Dick. You're not going, and that's final. Or dead. You're sneakin' out to fight that bear. I wanna go too.",4.0,1.0
10719,"That is so cool. All right, you can come.","Screw that. When I grow up, I'm legally changing my name to Joe Kickass.","You're not going, and that's final. Or dead. You're sneakin' out to fight that bear. I wanna go too. Screw that. When I grow up, I'm legally changing my name to Joe Kickass.",4.0,1.0
10743,"Well, I took Bart's advice last week, so I guess it's Lisa's turn. Now, if you'll excuse me... You hit him high, I'll hit him low!","I say live fast, die young, and leave a big fat corpse.","Ah, Simpson, I hate to bother you when you're eating, but you're always eating. Will you sign an autograph for my boy? I eat Legos. It's great, Dad. You have tremendous power. And now it's time to put it to use. I say live fast, die young, and leave a big fat corpse.",4.0,1.0
10754,Oh c'mon... Mr. Burns is way more selfish. That evil old bone bag... smelling of death... nose like a vulture... followed everywhere by that kiss-ass Smithers...,"Homer, you're the most selfish man I know.","Hey, Homer -- I'm your Secret Santa. Merry Christmas, big guy. And the first season of Magnum P.I. with commentary by John Hillerman. Apparently, working in Hawaii was a pleasure. I think it's Homer. Homer, you're the most selfish man I know.",4.0,1.0
10767,That's not true. I cared what you thought once you found out.,"You just don't get it, do you? Christmas is a time to think of others, but today you showed you only care about yourself.","What's that? You wasted our money on something extravagant for yourself! I am not returnable. I will be testing my smoke alarm for the next three hours. You just don't get it, do you? Christmas is a time to think of others, but today you showed you only care about yourself.",4.0,1.0
10768,Can't you yell at me now and get it over with?,You can sleep on the couch tonight.,"You wasted our money on something extravagant for yourself! I am not returnable. I will be testing my smoke alarm for the next three hours. You just don't get it, do you? Christmas is a time to think of others, but today you showed you only care about yourself. You can sleep on the couch tonight.",4.0,1.0
10769,"I don't need her, I've got you, Astrolabe.","No. I'm gonna parcel my anger out over the next few days and weeks, jabbing at you just when you seem the most content.","I am not returnable. I will be testing my smoke alarm for the next three hours. You just don't get it, do you? Christmas is a time to think of others, but today you showed you only care about yourself. You can sleep on the couch tonight. No. I'm gonna parcel my anger out over the next few days and weeks, jabbing at you just when you seem the most content.",4.0,1.0
10773,Oh my God! It's like looking at a cartoon version of myself.,"I don't need love, I have money. Sweet, sweet money!","And now back to ""Mr. McGrew's Christmas Carol."" I can't find my way back to the home. I'm sorry. Pardon me, ma'am. I see you're expecting. May I listen to the baby's heartbeat? I don't need love, I have money. Sweet, sweet money!",4.0,1.0
10777,Thank God! There's still four more days 'til Christmas. I have time to reform my ways! I just saw the greatest cartoon of all time. It was about a miser who was visited by three ghosts at Christmas. And get this: he learns a lesson!,"It's Saturday, December sixth.","Spirit, surely there is some time to reform my selfish ways. Nooooooo! Dad? Are you okay? It's Saturday, December sixth.",4.0,1.0
10792,"I've got it... when everyone's asleep, I'll take away their presents. Then they'll be happy! Thanks, Buddha.","Presents are material goods, and attachment to material goods kills the soul. I'm not going to jail again!","You just tweezered my wang. Dad, you don't have to out-do Mr. Flanders. Just remember the spirit of the season. Actually, most people now feel Christmas has gotten too materialistic. In fact, as a Buddhist, I believe people would be a lot happier without presents. Presents are material goods, and attachment to material goods kills the soul. I'm not going to jail again!",4.0,1.0
10803,"Honey, this marriage is a partnership. When you fall, I pick you up. And when you can't finish a sandwich, I eat that sandwich.",I try my best. They ridicule me. They mock everything I cherish.,That ad makes me look like a criminal. That wasn't me! Three! I try my best. They ridicule me. They mock everything I cherish.,4.0,1.0
10804,And I promise this rock is gonna weigh you down for the rest of your life.,"You're my rock, Homie.","That wasn't me! Three! I try my best. They ridicule me. They mock everything I cherish. You're my rock, Homie.",4.0,1.0
10805,"Honey, no one messes with my Mrs. I'll come down on those guys like the garage door on Bart's bike.",Awww...,"Three! I try my best. They ridicule me. They mock everything I cherish. You're my rock, Homie. Awww...",4.0,1.0
10806,"You just leave everything to Homer. And now, I believe you owe me half a sandwich.",What are you going to do?,"I try my best. They ridicule me. They mock everything I cherish. You're my rock, Homie. Awww... What are you going to do?",4.0,1.0
10807,"Here comes my commercial. In six, five, four...",I always keep one near the bed for you.,"You're my rock, Homie. Awww... What are you going to do? I always keep one near the bed for you.",4.0,1.0
10808,"You've probably heard a lot of bad things about Families Come First. But newspaper writers are a bunch of jerks. Who really opposes ""Families Come First?"" Many childless advocates are like Ben Affleck -- famous, successful people from out of State! They live in fancy houses in other places. ""Families Come First"" is supported by lifelong Springfieldians you know and trust like me, Milhouse's Dad, Bumblebee Man, Surly Duff, and that jerk that goes ""Yeees!"" For more information, visit our website, www.al-jazeera.com. We're not affiliated. We're just piggybacking on their message board. I am Rudy Giuliani. Do as I command you. I am Rudy Giuliani. Do as I command you.",I probably should have watched it first.,Awww... What are you going to do? I always keep one near the bed for you. I probably should have watched it first.,4.0,1.0
10809,Either way. The important thing is the system works.,"It says ""Yes on two thirty-two"". We want no on two thirty-two, Yes on two forty-two.","What are you going to do? I always keep one near the bed for you. I probably should have watched it first. It says ""Yes on two thirty-two"". We want no on two thirty-two, Yes on two forty-two.",4.0,1.0
10810,Great. Let's dump these kids in an R-rated movie while we go someplace nice.,"And the bumper stickers misspelled ""on"".","I always keep one near the bed for you. I probably should have watched it first. It says ""Yes on two thirty-two"". We want no on two thirty-two, Yes on two forty-two. And the bumper stickers misspelled ""on"".",4.0,1.0
10811,"Marge, wait. I am Rudy Giuliani. You must forgive Homer. I am Rudy Giuliani. You must forgive Homer. I am.","They say ""Yes No two forty-two"". And it's the night before the election and you haven't handed them out! I need to be alone right now.","I probably should have watched it first. It says ""Yes on two thirty-two"". We want no on two thirty-two, Yes on two forty-two. And the bumper stickers misspelled ""on"". They say ""Yes No two forty-two"". And it's the night before the election and you haven't handed them out! I need to be alone right now.",4.0,1.0
10821,"Hey, that's gonna win you a lot of bar bets some day.","Yeah, great workmanship.","Can I, for true? Hey, pally. I don't want to down-shift your enthusiasm, but that's a floor model. Your bike is in here. I could put it together right now -- for a small assembly fee. Dad, no! Think of the bike. Yeah, great workmanship.",4.0,1.0
10843,And I'm the luckiest--,"Yeah! Any Poindexter can throw some nuts and bolts together -- you risked your own life, even though you're the sole provider for a family of five! I am the luckiest kid in the world.","I like you too, Dad. You look a little sluggish out there, boy. I'd better open you up. Dad?! So, you fought all those robots? That is so cool! Yeah! Any Poindexter can throw some nuts and bolts together -- you risked your own life, even though you're the sole provider for a family of five! I am the luckiest kid in the world.",4.0,1.0
10847,Keep me focused.,Why did you make it do that?,"That robot has given birth to a man! I'll tell you what gives, I'm afraid he is subject to Isaac Asimov's laws of robotics. With the sci-fi and the so many books, not too many good. My robot is programmed never to harm humans, you see, only to serve them. Go! Go! Go! Now's your chance! Why did you make it do that?",4.0,1.0
10848,"Son, did you ever suspect it was me?",I concur!,"I'll tell you what gives, I'm afraid he is subject to Isaac Asimov's laws of robotics. With the sci-fi and the so many books, not too many good. My robot is programmed never to harm humans, you see, only to serve them. Go! Go! Go! Now's your chance! Why did you make it do that? I concur!",4.0,1.0
10849,"Yeah, I'm pretty unreliable. Let's see... I'll have sixteen gravy scrape 'ems, a bucket of twisty lard, and two super-choker breakfast burritos with macho sauce. And mega-size it, please.","Well, you did disappear a lot, but I have gone whole summers without seeing you.","Go! Go! Go! Now's your chance! Why did you make it do that? I concur! Well, you did disappear a lot, but I have gone whole summers without seeing you.",4.0,1.0
10850,Great. And I'll have a diet coke. Deep fried.,I could also deep-fry the bag.,"Why did you make it do that? I concur! Well, you did disappear a lot, but I have gone whole summers without seeing you. I could also deep-fry the bag.",4.0,1.0
10859,"Slow down, Picasso! You were gonna start a novel without informing me?",Tonight? But I was hoping you could watch the kids while I work on my novel.,You work at the nuclear plant. Don't you need training for that? Not if I pump your heart full of morphine first! Tonight? But I was hoping you could watch the kids while I work on my novel.,4.0,1.0
10860,I also fed some ducklings.,"Homer, you left two jobs and bought an ambulance without even a phone call.","Don't you need training for that? Not if I pump your heart full of morphine first! Tonight? But I was hoping you could watch the kids while I work on my novel. Homer, you left two jobs and bought an ambulance without even a phone call.",4.0,1.0
10861,"Fine, fine. I'll take the kids tonight, and you go to your precious hair appointment.",I know -- I got your message.,"Not if I pump your heart full of morphine first! Tonight? But I was hoping you could watch the kids while I work on my novel. Homer, you left two jobs and bought an ambulance without even a phone call. I know -- I got your message.",4.0,1.0
10862,Whatever. But I think you look great already.,I'm writing a novel!,"Tonight? But I was hoping you could watch the kids while I work on my novel. Homer, you left two jobs and bought an ambulance without even a phone call. I know -- I got your message. I'm writing a novel!",4.0,1.0
10870,"Woo hoo! I'm half-way through! All right, ""Chapter One."" Hm, that makes sense. ""There once was a girl from Nantucket..."" Good, good... ""Her name was Temperance Barrows and her heart was heavy with feeling. She..."" No! Gotta read Marge's book. Can't get distracted. Hm... ""distracted,"" that's a funny word. Does anyone ever get ""tracted?"" Let me call the suicide hotline and ask them.",It's double-spaced.,"I suppose I better. Your father's a very private person. Homie, I finished my novel. It's really important that you read it and tell me what you think. It's double-spaced.",4.0,1.0
10871,Well what?,Well?,"Homie, I finished my novel. It's really important that you read it and tell me what you think. It's double-spaced. Well?",4.0,1.0
10872,"Oh, yes.",Did you read the book?,It's really important that you read it and tell me what you think. It's double-spaced. Well? Did you read the book?,4.0,1.0
10873,I did.,Did you like it?,It's double-spaced. Well? Did you read the book? Did you like it?,4.0,1.0
10874,No! They were all in their own way totally awesome.,Oh that's wonderful. And the characters didn't bother you at all?,Well? Did you read the book? Did you like it? Oh that's wonderful. And the characters didn't bother you at all?,4.0,1.0
10875,"As I've always said: ""publish or perish""!",And you're fine with me trying to get it published?,Did you read the book? Did you like it? Oh that's wonderful. And the characters didn't bother you at all? And you're fine with me trying to get it published?,4.0,1.0
10880,That one I got.,If you do you'll see she lusts for Flanders.,"Oh Mr. Homer, anything for a cuckolded boob, I mean, loyal customer. Nothing, nothing. It just seems your wife has an ""active imagination."" You'll see when you read your wife's book. If you do you'll see she lusts for Flanders.",4.0,1.0
10884,"Well, I'll make sure you never imagine anything again.",It was only my imagination.,The Harpooned Heart II: Thunder Down Under. Chapter One. Temperance Barrows stared at the shrimp on the barbie... You told me you liked it! You didn't read it at all! You lied to me! Well... there is a place called Nantucket. It was only my imagination.,4.0,1.0
10889,"Why would I rub her back unless I wanted to get some... oh, to make her feel good.",...and a backrub can just be a backrub. It doesn't have to lead to adult situations.,"Dear Lord, please make Homer's blows precise and deadly with a minimum of pain. Oh, and forgive me for those impure thoughts I had about the girl on the raisin box. Huh? Advice? Just call me Ann Flanders! ...and a backrub can just be a backrub. It doesn't have to lead to adult situations.",4.0,1.0
10890,"That's right. I love you Marge, and I realize now I should show you more often. The end of your book was the wakeup call I needed after falling asleep at the beginning of your book.","Oh, Homie! You're trying to improve yourself, and it's because of my book.","Huh? Advice? Just call me Ann Flanders! ...and a backrub can just be a backrub. It doesn't have to lead to adult situations. Oh, Homie! You're trying to improve yourself, and it's because of my book.",4.0,1.0
10891,"Don't worry about those losers, Marge. I think it's time we went home and collaborated on a little project of our own.",That's the best review I've gotten. Seriously. These reviews are terrible.,"Advice? Just call me Ann Flanders! ...and a backrub can just be a backrub. It doesn't have to lead to adult situations. Oh, Homie! You're trying to improve yourself, and it's because of my book. That's the best review I've gotten. Seriously. These reviews are terrible.",4.0,1.0
10908,Nope.,Diamondelle?,"Homie, I'd like to know what you've been doing after work. I also found this in your drawer. Are these Diamondique? Diamondelle?",4.0,1.0
10909,Nope.,Cubic Diamondium?,I also found this in your drawer. Are these Diamondique? Diamondelle? Cubic Diamondium?,4.0,1.0
10910,"Close, but no cigar. Just plain diamonds.",Dioxy-ribo-diamondoid?,Are these Diamondique? Diamondelle? Cubic Diamondium? Dioxy-ribo-diamondoid?,4.0,1.0
10911,"I heard if you age them for ten years, they turn to liquor.",We finally have something to put in the wall safe. Hostess Twinkies?,Diamondelle? Cubic Diamondium? Dioxy-ribo-diamondoid? We finally have something to put in the wall safe. Hostess Twinkies?,4.0,1.0
10912,"Yeah, you heard your mother.","Kids? Go ride bikes for a while, huh.","Cubic Diamondium? Dioxy-ribo-diamondoid? We finally have something to put in the wall safe. Hostess Twinkies? Kids? Go ride bikes for a while, huh.",4.0,1.0
10921,It's old lady Simpson! Run!,What's all that racket?!,"All yours, Homer. Didn't have to, I'm a dude. Hey, my-my pants aren't down! What's all that racket?!",4.0,1.0
10922,Uhh... I'll tell you what's goin' on... ...I'm taking you all out for pancakes!,What's going on?,"Didn't have to, I'm a dude. Hey, my-my pants aren't down! What's all that racket?! What's going on?",4.0,1.0
10923,Yeah!,Yay!,"Hey, my-my pants aren't down! What's all that racket?! What's going on? Yay!",4.0,1.0
10947,"Well, I think we all learned a lesson today: don't try to be something you're not. Namely, food.",Uh-hmm.,"Maggie! Press the red button! Lisa! You're all right! Maggie, push the red button! You can do it. Red! Uh-hmm.",4.0,1.0
10954,What Would Jesus View?,"Mr. Simpson, that movie is condemned by our church's movie guide.","But they stretched out the plot and added a wildebeest... from the hood! Sorry, pally, the Dingleberries are sold out. But looking at you, I'm sure your kids are used to disappointment. Sold out... Sorry... Not a movie. The only movies starting now are ""The Re-deadening"" and ""Teenage Sex Wager."" Mr. Simpson, that movie is condemned by our church's movie guide.",4.0,1.0
10965,I thought we killed him!,None other! I've been hiding in your attic -- living off the moisture I can suck from the rafters!,"Homie, that Kojak is sexier than Cannon and Barnaby Jones put together. I think he looks a little like you. How about a little ""interrogation?"" Good. Can you play with him for half an hour? None other! I've been hiding in your attic -- living off the moisture I can suck from the rafters!",4.0,1.0
10966,But I did delete him from my bulk email list.,No we didn't.,"How about a little ""interrogation?"" Good. Can you play with him for half an hour? None other! I've been hiding in your attic -- living off the moisture I can suck from the rafters! No we didn't.",4.0,1.0
10967,Oh yeah. That monkey got America through some tough times.,That's right. Twice a week I get your email of the monkey peeing in his own mouth.,Good. Can you play with him for half an hour? None other! I've been hiding in your attic -- living off the moisture I can suck from the rafters! No we didn't. That's right. Twice a week I get your email of the monkey peeing in his own mouth.,4.0,1.0
10974,Four jacks. Check it out! I own a multi-national corporation. I always knew some day I'd be a C.O.D.,Achem! Flush. What have you got?,"I fold. / Me too. / I'm out. / I'm done. Well, I'm out of cash. But would you accept ninety-eight per cent of the outstanding shares of ZiffCorp stock? Very well. Achem! Achem! Flush. What have you got?",4.0,1.0
10975,Investor confidence? Perhaps this affects me -- I own two hundred and thirty million shares of ZiffCorp stock.,It's scum like you that undermine investor confidence.,"Well, I'm out of cash. But would you accept ninety-eight per cent of the outstanding shares of ZiffCorp stock? Very well. Achem! Achem! Flush. What have you got? It's scum like you that undermine investor confidence.",4.0,1.0
10976,I sure am -- with all the inherent legal liability.,You're the majority shareholder?,Very well. Achem! Achem! Flush. What have you got? It's scum like you that undermine investor confidence. You're the majority shareholder?,4.0,1.0
10977,Don't tell my kids I'm going to jail! Tell them I've joined the Blue Man Group! I'm the fat one!,"All right, I admit it. I did run ZiffCorp into the ground. Then this man took me into his home when no one else would. And now, as a result of his brilliant card playing he's the one you want! Tape his mouth so he can't deny it!","Achem! Flush. What have you got? It's scum like you that undermine investor confidence. You're the majority shareholder? All right, I admit it. I did run ZiffCorp into the ground. Then this man took me into his home when no one else would. And now, as a result of his brilliant card playing he's the one you want! Tape his mouth so he can't deny it!",4.0,1.0
10984,I don't think we've seen the last of Artie Ziff.,"I have to admit, I'll miss having him around.","Sorry you were wrongfully imprisoned, Simpson. Oh Dad, I missed you so much. Homer, I believe that's Lisa. I have to admit, I'll miss having him around.",4.0,1.0
10989,He's in the house?,"Dad, that's our address.","Kids, why don't you write a complaint letter? That's how I got the Channel Six weather girl to start wearing a bra. I'll write the letter. We're gonna have to track Randall Curtis down and make him listen to us. Dad, that's our address.",4.0,1.0
10990,And it's a perfect time... I just got fired again.,"Well, northern California is wine country -- we could take a tour.","I'll write the letter. We're gonna have to track Randall Curtis down and make him listen to us. Dad, that's our address. Well, northern California is wine country -- we could take a tour.",4.0,1.0
11000,"Hey, you do a great me, Marge. You gotta show the guys at Moe's.","Well, you talk like Marge, sorry I set the bed on fire.","Homie, to store the extra wine we bought, I made a little wine cellar. Well, I've been using it for laundry soap, but, okay. Homie, you are so cute. I don't talk like that. Well, you talk like Marge, sorry I set the bed on fire.",4.0,1.0
11001,"Come on, we'll have a blast. Kids, while we're out, the TV's in charge. Go to bed when it says.","Moe's Tavern? That's your fun place, like me and the lamp store.","Well, I've been using it for laundry soap, but, okay. Homie, you are so cute. I don't talk like that. Well, you talk like Marge, sorry I set the bed on fire. Moe's Tavern? That's your fun place, like me and the lamp store.",4.0,1.0
11006,"You got it. And when I feel weak, I will draw strength from the Bible. Uh-oh. Here comes the gospel according to puke.",Okay... and maybe you could cut back too.,"Did you guys get home at two last night? Oh, my head! Do you have to make such an unholy racket? Maybe we should put this booze cruise in dry dock for a while. Okay... and maybe you could cut back too.",4.0,1.0
11007,"Don't worry, honey. I don't even know if they serve alcohol at this thing.",I hope I can still have fun while everyone else is drinking.,"Oh, my head! Do you have to make such an unholy racket? Maybe we should put this booze cruise in dry dock for a while. Okay... and maybe you could cut back too. I hope I can still have fun while everyone else is drinking.",4.0,1.0
11019,Can I have some peanuts?,"What are you? You're like a monster! That's like the worst thing I ever heard anybody do to anybody. You should be drinkin' watered-down beer in-in-in a chipped glass, on a stool with a nail sticking up.","Where's your wife tonight, Homer? What? It's 'cause of her I put in a bidet. Well, it's actually just a step ladder by the water fountain. Hey, look. I've been in the bartender business for a long time alright, I've heard it all. What are you? You're like a monster! That's like the worst thing I ever heard anybody do to anybody. You should be drinkin' watered-down beer in-in-in a chipped glass, on a stool with a nail sticking up.",4.0,1.0
11026,That woman means the world to me. Would it be all right if I read from my Bible?,I can't believe you did that to me.,Where's the package? Homer? You let me believe that I'd done such a terrible thing? I can't believe you did that to me.,4.0,1.0
11027,"No wonder they call it ""the good book.""",Of course.,Homer? You let me believe that I'd done such a terrible thing? I can't believe you did that to me. Of course.,4.0,1.0
11031,"Hey, I only drink that when I'm already drunk.",Really? Even Zima?,"Yes, I really don't think you two should leave. He's a chronic alcoholic and you're in complete denial. Homie, I want you to promise me you'll cut down on the drinking. Well, that's no promise at all! It's important for me to see you take at least one step. Then maybe we can have some memories together that aren't just a nauseous blur. Really? Even Zima?",4.0,1.0
11032,"Hey, anything's possible. With a little help from my Bible. Oh no! It's a real one! Noooooo! Why God, why? Where are your clothes for the gentleman who's big and fat?",You really mean it?,"Homie, I want you to promise me you'll cut down on the drinking. Well, that's no promise at all! It's important for me to see you take at least one step. Then maybe we can have some memories together that aren't just a nauseous blur. Really? Even Zima? You really mean it?",4.0,1.0
11033,Woo hoo!,"The basement, sir.","Well, that's no promise at all! It's important for me to see you take at least one step. Then maybe we can have some memories together that aren't just a nauseous blur. Really? Even Zima? You really mean it? The basement, sir.",4.0,1.0
11034,So many shoppers. Ow! Damn this... ow! Resilient economy.,"Homer, before you get anywhere near the escalator, you've got to tie those shoes. Homer!","Really? Even Zima? You really mean it? The basement, sir. Homer, before you get anywhere near the escalator, you've got to tie those shoes. Homer!",4.0,1.0
11045,"Well, that's the end of my shift. See you Monday. Oh wait, Monday's Martin Luther King Day. I'll see ya when I see ya. Love you.","Not so tough now, huh?","Keep away! Keep away! Dad?! His dad's a screw? Not so tough now, huh?",4.0,1.0
11057,"Oh man, is this awkward. I'm outta here.","Homer, you're still talking to me!","Grinch. You know, Homer, Edna was bugging me and bugging me to set a date, and I picked one that seemed far away, and it zoomed up like a junebug flying in my windshield. Homer, Lenny...my man... I could never lie to you guys. I'm starting to get cold feet. Please don't tell anyone. Homer, you're still talking to me!",4.0,1.0
11064,Hey champ. Ready to take the plunge?,That cloud looks awesome. That rock looks awesome. My hands look awesome.,I think Skinner might make a run for it -- he's eyeing the exits and doing calf stretches. Cowabunga One to Fat Load. Denied. That cloud looks awesome. That rock looks awesome. My hands look awesome.,4.0,1.0
11070,"Hey, if we get your girlfriend back I won't have to.",Really? You'll be my Cyrano?,"Drink or I'll die. That was before I missed her smell, her warmth, her beautiful, beautiful penmanship! Edna, the Klingons have a romantic saying: . Really? You'll be my Cyrano?",4.0,1.0
11074,Because I'm successfully married.,Just why am I taking your advice?,"Oh, that's so lovely. But it's too late to win us back with sweet talk! I won't let Edna throw her life away for some passionless marriage where two people lie in bed together with no contact, whittling away the batteries until they die. Homer, Marge, if I could just speak to Edna for a moment. Just why am I taking your advice?",4.0,1.0
11075,"Uh-oh. Why did I take it off? Oh, right. To see if I could skip it across Lake Michigan.",There's no ring on that finger.,"I won't let Edna throw her life away for some passionless marriage where two people lie in bed together with no contact, whittling away the batteries until they die. Homer, Marge, if I could just speak to Edna for a moment. Just why am I taking your advice? There's no ring on that finger.",4.0,1.0
11094,"So, um, you're not in the mood anymore, are you?",Stupid kids ruin everything.,"THE SWEET LOVE STORY THAT IS OLDER THAN THE SEA... Opinion noted. Now if you don't mind, your father and I are trying to lose ourselves in this romantic fantasy. Homie, if I died, would you be sad? Stupid kids ruin everything.",4.0,1.0
11095,We're alone now.,"Homie, you know I'm usually good for a triple-X throw down, but between those kids and going to Uncle Tyrone's, we can't be alone.","Opinion noted. Now if you don't mind, your father and I are trying to lose ourselves in this romantic fantasy. Homie, if I died, would you be sad? Stupid kids ruin everything. Homie, you know I'm usually good for a triple-X throw down, but between those kids and going to Uncle Tyrone's, we can't be alone.",4.0,1.0
11096,"Why you little... What kind of an airline routes all their flights through Nome, Alaska?",You're never alone in this crapshack!,"Homie, if I died, would you be sad? Stupid kids ruin everything. Homie, you know I'm usually good for a triple-X throw down, but between those kids and going to Uncle Tyrone's, we can't be alone. You're never alone in this crapshack!",4.0,1.0
11097,Here's your future!,"It's their hub. Homie, look at them! Honeymooners -- no kids, no worries.","Stupid kids ruin everything. Homie, you know I'm usually good for a triple-X throw down, but between those kids and going to Uncle Tyrone's, we can't be alone. You're never alone in this crapshack! It's their hub. Homie, look at them! Honeymooners -- no kids, no worries.",4.0,1.0
11098,Remember our honeymoon?,"Not me, I do crunches.","Homie, you know I'm usually good for a triple-X throw down, but between those kids and going to Uncle Tyrone's, we can't be alone. You're never alone in this crapshack! It's their hub. Homie, look at them! Honeymooners -- no kids, no worries. Not me, I do crunches.",4.0,1.0
11120,Would I!,Would you like to see how a pig goes from loving life to your fork and knife?,"Tonight... we reveal a shocking secret. What did those women expect? When you sign a contract with Fox, you know you're gonna be betrayed and humiliated. Do you love that sooo-weet smell of Farmer Billy's bacon? Would you like to see how a pig goes from loving life to your fork and knife?",4.0,1.0
